record_date,type,today,mtd,fytd
2026-07-27,D,33776,2541825,32196476
2026-07-27,W,17325,2558219,32184550
2026-07-28,D,309447,2851272,32505923
2026-07-28,W,246062,2804281,32430612
2026-07-29,D,22514,2873786,32528436
2026-07-29,W,18208,2822489,32448820
2026-07-30,D,293729,3167515,32822166
2026-07-30,W,266225,3088714,32715045
2026-07-31,D,281854,3449369,33104020
2026-07-31,W,403235,3491949,33118280
2026-08-03,D,59203,59203,33163224
2026-08-03,W,65686,65686,33183966
2026-08-04,D,312260,371463,33475483
2026-08-04,W,258123,323809,33442089
2026-08-05,D,21365,392828,33496848
2026-08-05,W,16259,340068,33458348
2026-08-06,D,350416,743243,33847264
2026-08-06,W,318015,658083,33776363
2026-08-07,D,14542,757786,33861806
2026-08-07,W,22155,680238,33798518
2026-08-10,D,30086,787872,33891892
2026-08-10,W,17348,697586,33815866
2026-08-11,D,307531,1095403,34199423
2026-08-11,W,277052,974638,34092918
2026-08-12,D,17279,1112682,34216702
2026-08-12,W,55204,1029842,34148122
2026-08-13,D,289110,1401792,34505812
2026-08-13,W,281928,1311770,34430050
2026-08-14,D,19092,1420884,34524904
2026-08-14,W,26495,1338265,34456545
2026-08-17,D,205240,1626124,34730144
2026-08-17,W,231639,1569904,34688184
2026-08-18,D,315449,1941572,35045593
2026-08-18,W,286282,1856186,34974466
2026-08-19,D,23396,1964968,35068988
2026-08-19,W,48942,1905128,35023408
2026-08-20,D,295501,2260469,35364490
2026-08-20,W,296830,2201958,35320238
2026-08-21,D,15764,2276233,35380253
2026-08-21,W,17623,2219581,35337861
2026-08-24,D,50397,2326630,35430650
2026-08-24,W,16765,2236346,35354626
2026-08-25,D,313926,2640556,35744576
2026-08-25,W,286638,2522984,35641264
2026-08-26,D,18341,2658897,35762917
2026-08-26,W,53043,2576027,35694307
2026-08-27,D,288576,2947472,36051493
2026-08-27,W,297207,2873234,35991513
2026-08-28,D,44528,2992000,36096020
2026-08-28,W,23989,2897223,36015502
2026-08-31,D,270397,3262397,36366418
2026-08-31,W,218186,3115409,36233689
2026-09-01,D,319714,319714,36686132
2026-09-01,W,400475,400475,36634164
2026-09-02,D,22980,342695,36709112
2026-09-02,W,21409,421884,36655573
2026-09-03,D,336240,678934,37045352
2026-09-03,W,376676,798560,37032249
2026-09-04,D,17562,696496,37062914
2026-09-04,W,32567,831127,37064815
