A3 MONETARY POLICY OPERATIONS – ES BALANCES AND REPO AGREEMENTS
Title,Total ES Balances,Surplus ES Balances,Margin applied on ES Balances,SF Repos at the Rate on Surplus ESA Balances,SF Repos at Margin,OMO Reverse Repos,OMO Triparty Reverse Repos,OMO Repos,AGS Collateral Securities,Semi Collateral Securities,Other Government Collateral Securities,ADI Collateral Securities,ABS Collateral Securities,Other Collateral Securities
08-Jun-2018,28546,2373,,26679,,68272,20743,,48789,12815,2854,7131,32479,892
12-Jun-2018,36760,11283,,26683,108,76497,21234,,55844,13673,3014,7504,32467,895
13-Jun-2018,28240,2269,,26684,,67198,20899,,47439,12554,2979,7581,32464,881
14-Jun-2018,27908,2267,,26686,,66596,20585,,47561,11552,2923,8025,32465,896
15-Jun-2018,28228,2338,,26687,,66212,20835,,47165,11609,2946,8038,32444,895
18-Jun-2018,27911,2217,,26690,,66620,21223,,47455,11674,3064,8046,32464,895
19-Jun-2018,28024,2233,,26691,,66563,21585,,48122,11510,3183,7583,32482,726
20-Jun-2018,27716,2732,,26692,,66197,22109,,48195,10681,3361,7487,32679,743
21-Jun-2018,24264,3328,,26693,,65418,21434,110,47272,10735,3443,7560,32694,579
22-Jun-2018,29258,3386,,26694,,64787,21244,110,47163,10143,3565,7446,32691,594
25-Jun-2018,28820,3029,,26698,,65407,21432,,47900,9874,3587,7614,32695,622
26-Jun-2018,29180,3041,,26699,,66543,21987,,48381,9994,3929,7839,32696,622
27-Jun-2018,28989,2961,,26700,,66922,22830,,49010,10004,3880,7730,32688,569
28-Jun-2018,28894,3078,,26701,,66672,23471,,49813,8867,3719,8042,32696,572
29-Jun-2018,28546,2507,,26702,,66916,22428,800,49920,8730,3601,8148,32696,573
02-Jul-2018,28503,2356,,26637,,68672,22322,800,51421,8277,3684,8933,32362,573
03-Jul-2018,28581,2255,,26638,,68177,22393,1000,50034,8815,3726,9172,32361,574
04-Jul-2018,29261,2171,,26639,,66806,21750,1000,49214,8588,3538,9036,32361,573
05-Jul-2018,28290,2415,,26640,,65004,21230,200,48072,8316,3222,9071,32164,570
06-Jul-2018,29191,2974,,26641,,65845,21148,,48966,8353,3124,9060,32119,560
09-Jul-2018,28819,2807,,26645,,65779,22098,,48510,8184,3425,9213,32189,575
10-Jul-2018,29249,2920,,26646,,64089,21921,,47446,8281,3150,8702,32170,479
11-Jul-2018,29041,2739,,26647,,64169,22041,,47385,7979,3269,9014,32253,524
12-Jul-2018,28518,2566,,26648,,64053,22236,,46823,8186,3280,9136,32252,525
13-Jul-2018,28727,2540,,26649,,64702,22584,,48343,7896,3110,8746,32251,526
16-Jul-2018,28908,3065,,26652,,65633,22479,290,49057,8091,3204,8651,32217,514
17-Jul-2018,29105,2941,,26653,,65407,23178,290,47887,8227,3385,9279,32148,551
18-Jul-2018,28635,2846,,26655,,65675,23192,290,48652,7815,3381,9329,32221,551
19-Jul-2018,27889,2813,,26656,,66506,24012,290,48873,7888,3341,9815,32221,553
20-Jul-2018,27642,2871,,26657,,67885,23712,,50222,7768,3588,9824,32229,573
23-Jul-2018,24004,3099,,26660,,68342,24044,200,49620,8019,3790,10336,32162,595
24-Jul-2018,27927,2248,,26661,,67808,24119,200,48763,8219,3747,10328,32139,709
25-Jul-2018,27827,2172,,26662,,67370,23894,,48359,8109,3672,10503,32206,761
26-Jul-2018,27674,2500,,26663,,67004,24497,,47912,8305,3577,10471,32207,760
27-Jul-2018,27347,2297,,26664,,66150,23751,,46920,8623,3341,10779,32199,608
30-Jul-2018,25371,2376,,26668,,65648,23852,,47282,8303,3371,10119,32209,593
31-Jul-2018,27590,2168,,26669,,65995,23902,,46826,8842,3477,10241,32209,651
01-Aug-2018,28306,2387,,26738,,66634,23179,,47226,8955,3446,10479,32580,620
02-Aug-2018,28884,2066,,26740,,65857,22255,,46328,8549,3479,10891,32582,651
03-Aug-2018,28276,2486,,26741,,66350,22540,,46658,9061,3482,10522,32591,660
06-Aug-2018,28276,2300,,26744,,65755,22104,,46266,8965,3481,10522,32595,660
07-Aug-2018,28487,2212,,26745,,65424,22117,,46472,8847,3439,10133,32595,671
08-Aug-2018,28445,2251,,26746,,65030,22558,,46250,8640,3420,10137,32571,671
09-Aug-2018,28153,2254,,26641,,64499,22388,,46570,8430,3322,9518,32560,619
10-Aug-2018,28465,2320,,26642,,63704,22463,,46132,8324,3211,9539,32561,600
13-Aug-2018,27909,2245,,26646,,64052,23196,,46682,8089,3152,9576,32662,582
14-Aug-2018,28124,2126,,26647,,63603,23326,,46818,8101,3150,8872,32661,602
15-Aug-2018,28006,2111,,26648,,62325,22439,,45744,8056,3151,8673,32616,613
16-Aug-2018,27675,2089,,26649,,62691,22214,,46139,8139,3020,8729,32616,644
17-Aug-2018,28203,2373,,26650,4,63317,22263,,46683,7952,3100,8953,32645,671
20-Aug-2018,26562,2318,,26653,,63786,23257,,47246,7853,3202,8926,32610,667
21-Aug-2018,23397,2533,,26654,,64319,23943,,48270,7581,3113,8864,32511,654
22-Aug-2018,27581,2198,,26655,,64491,23798,,48619,7590,2886,8998,32513,561
23-Aug-2018,27287,2212,,26657,,63814,23287,280,48534,7337,2679,8712,32607,599
24-Aug-2018,27752,2381,,26658,,63575,23483,280,48660,7419,2482,8456,32584,571
27-Aug-2018,26848,2407,,26661,,64443,23985,,49131,7665,2548,8518,32589,591
28-Aug-2018,27779,2066,,26662,,64627,23560,,50313,7310,2322,8127,32518,561
29-Aug-2018,27625,1813,,26663,,64703,23490,,50370,6928,2324,8524,32593,563
30-Aug-2018,30396,4850,,26664,,67219,23015,,50918,8728,2414,8621,32610,547
31-Aug-2018,28618,2641,,26665,,65739,22658,,50932,7445,2361,8540,32613,540
03-Sep-2018,27726,2050,,26633,,66490,23406,,51719,7516,2349,8435,32997,545
04-Sep-2018,29225,3014,,26634,,66685,23806,,51853,7876,2296,8209,32933,537
05-Sep-2018,28535,2116,,26635,,66677,23578,,51507,7897,2617,7953,33003,665
06-Sep-2018,27921,2015,,26646,,65902,23961,,50436,8236,2561,7953,33008,642
07-Sep-2018,28751,2445,,26647,,64756,23539,,49384,8118,2696,7834,33036,628
10-Sep-2018,28264,2248,,26651,,64467,23711,,49427,7639,2768,7763,33041,676
11-Sep-2018,28512,2195,,26652,,63864,24117,,48599,7768,2785,7766,33027,727
12-Sep-2018,28252,2181,,26653,,63765,23941,,48539,7878,2802,7566,33028,726
13-Sep-2018,27973,2154,,26654,,63884,24506,,48087,8261,2835,7691,33026,725
14-Sep-2018,28278,2152,,26655,1,64223,24507,,48506,8169,2856,7649,33025,774
17-Sep-2018,27995,2197,,26658,,64198,24416,,48992,7861,2753,7515,32963,775
18-Sep-2018,28239,2197,,26659,,64188,23971,,48756,7862,2690,7795,32993,757
19-Sep-2018,27886,2181,,26661,,63851,23659,,48515,7817,2724,7563,32999,756
20-Sep-2018,26608,2141,,26662,,63663,23466,,48163,7954,2661,7636,32986,757
21-Sep-2018,24370,2607,,26663,,64382,23996,130,48903,8019,2724,7576,32989,757
24-Sep-2018,27988,2350,,26666,,64393,24510,130,49075,7916,2856,7324,33010,766
25-Sep-2018,29841,3663,,26667,,64629,24615,,48977,8367,2907,7088,32970,766
26-Sep-2018,28189,2070,,26668,,64470,24104,,49054,8071,2938,7193,32970,766
27-Sep-2018,28096,2260,,26669,,64188,24870,,48250,8232,3133,7486,32980,769
28-Sep-2018,28659,2464,,26641,,65171,24265,,48780,8478,3133,7813,32982,728
01-Oct-2018,28574,2346,,26611,,65182,24269,,48774,8477,3137,7815,33467,730
02-Oct-2018,28038,2209,,26631,,65972,24262,,49149,8320,3220,8394,33496,736
03-Oct-2018,29041,1765,,26633,,65837,24677,,49042,8195,3341,8408,33503,740
04-Oct-2018,28142,2203,,26634,,64447,23781,,47723,7935,3271,8520,33504,741
05-Oct-2018,28492,2222,,26635,,64294,24356,,47089,8069,3228,8922,33507,772
08-Oct-2018,28887,2878,,26638,,60728,23097,,44181,7924,3015,8472,33459,723
09-Oct-2018,28677,2397,,26639,,61193,22764,,44446,7656,2970,8985,33502,716
10-Oct-2018,28177,2061,,26640,,60179,22257,,43666,7633,2984,8776,33504,711
11-Oct-2018,28064,2287,,26641,,60102,22280,,43765,7615,2948,8754,33506,660
12-Oct-2018,28123,1979,,26642,,60775,23249,,43993,7791,3089,8783,33497,660
15-Oct-2018,28189,2356,,26646,,60229,23514,,43916,7659,3037,8531,33278,685
16-Oct-2018,28432,2305,,26647,,60187,23693,,43699,7566,3142,8757,33316,716
17-Oct-2018,28022,2196,,26648,,59763,22872,,43083,7763,3139,8772,33342,716
18-Oct-2018,27342,2165,,26649,,59641,23707,,42262,8337,3105,8747,33483,722
19-Oct-2018,27396,2393,,26650,,60135,23222,,42286,8871,3115,8773,33483,772
22-Oct-2018,24434,2790,,26653,,57568,21853,1000,39800,8882,3102,8606,33470,774
23-Oct-2018,27941,2272,,26654,,57681,21963,,40104,8831,3063,8585,33392,753
24-Oct-2018,27310,1820,,26655,,57441,22291,,40510,8239,2998,8604,33435,774
25-Oct-2018,27392,2124,,26657,,57549,21816,,40694,8348,3085,8409,33429,774
26-Oct-2018,27478,2371,,26658,,58646,22065,,42002,8418,3130,8099,33436,773
29-Oct-2018,25375,2310,,26661,,58935,22182,,42394,8457,2874,8285,33441,776
30-Oct-2018,27835,2231,,26662,,59382,22428,,42649,8466,2969,8365,33441,776
31-Oct-2018,27877,2105,,26663,,59852,22023,,42821,8726,2917,8351,33452,778
01-Nov-2018,27838,2130,,26632,,59996,22497,,42834,8878,2889,8302,33781,778
02-Nov-2018,29311,2184,,26633,,59851,22562,,42969,8651,2823,8219,33761,778
05-Nov-2018,28118,2240,,26637,,59985,21947,,43110,8805,2841,7950,33766,755
06-Nov-2018,28453,2158,,26638,,60468,21813,,43581,8941,2852,8031,33773,776
07-Nov-2018,28204,2189,,26639,,60217,22014,,43168,8876,2894,8262,33771,771
08-Nov-2018,27972,2214,,26640,,59239,21048,,41636,9089,3019,8395,33776,776
09-Nov-2018,28411,2295,,26641,,59388,21603,,41730,8988,3041,8561,33765,777
12-Nov-2018,28074,2283,,26644,,59841,21455,,42531,8803,2971,8498,33759,791
13-Nov-2018,28169,2126,,26645,,58946,20734,,41232,8973,2961,8794,33747,792
14-Nov-2018,28373,2494,,26647,,58750,20618,,40994,9227,2952,8483,33752,802
15-Nov-2018,28010,2246,,26648,,58637,20456,,41477,9105,2824,8167,33478,804
16-Nov-2018,28274,2303,,26649,,59166,20517,,41535,8728,2830,8202,34651,796
19-Nov-2018,27636,2399,,26652,,59332,20599,,41761,8654,2875,8168,34753,721
20-Nov-2018,27158,2395,,26653,,59763,20734,,41135,8407,2910,8088,36144,743
21-Nov-2018,23175,2632,,26654,,60257,20654,,40397,9052,2956,8733,36132,743
22-Nov-2018,27621,2830,,26655,,65318,21895,,44116,9142,3026,9857,36407,743
23-Nov-2018,28309,2952,,26656,,65421,21644,,44434,9211,3144,9532,36378,745
26-Nov-2018,27256,2851,,26660,,65768,22236,,44123,9584,3206,9796,36389,747
27-Nov-2018,28617,3075,,26661,,66789,22446,,44216,9299,3157,11196,36419,731
28-Nov-2018,28641,2901,,26662,,65927,21951,,43538,9252,3100,11155,36421,696
29-Nov-2018,28586,3036,,26663,,65744,21046,,43751,9278,3058,10764,36429,709
30-Nov-2018,28017,3022,,26664,,66843,21306,,44737,9009,3043,11096,36551,753
03-Dec-2018,26932,2522,,26634,,66724,21314,,44437,9242,3006,11040,36732,733
04-Dec-2018,30133,2954,,26635,,67941,20840,,46298,8901,2828,11175,36682,745
05-Dec-2018,29038,2972,,26636,,67028,21630,,45506,8513,3105,11113,36761,758
06-Dec-2018,28820,2931,,26638,,66825,21183,,45501,8217,3133,11338,36763,724
07-Dec-2018,29296,2942,,26639,,65815,20997,,45049,7994,3037,10631,37115,798
10-Dec-2018,29070,3060,,26642,,64969,21261,,44491,8422,3016,9773,37120,883
11-Dec-2018,29349,3104,,26643,,64601,20922,,44179,8439,2980,9732,37036,831
12-Dec-2018,29139,3023,,26644,,63668,20512,,43338,8272,2892,9818,37050,876
13-Dec-2018,29279,3404,,26645,,63384,20357,,41665,8203,2694,10977,37631,878
14-Dec-2018,29256,3153,,26646,,63649,21213,,41297,8487,2973,10912,37754,881
17-Dec-2018,29243,3550,,26650,,63799,21355,,41889,8272,3100,10878,37847,848
18-Dec-2018,29001,3099,,26651,,63268,21155,,41890,8218,2937,10677,37928,844
19-Dec-2018,29736,3404,,26652,,62907,21333,,41136,8570,2978,10544,38048,905
20-Dec-2018,27159,3120,,26653,,62668,21644,,42354,8381,3063,10539,36686,910
21-Dec-2018,25990,3886,,26654,,62979,22279,,43653,8362,2895,10538,35742,912
24-Dec-2018,29515,3479,11,26662,,62161,21719,,43403,8072,2854,10303,35725,913
27-Dec-2018,29730,3710,,26665,,61911,20801,,43551,8000,2753,10020,35735,915
28-Dec-2018,29088,2786,,26666,,60914,19516,,42960,7712,2690,9997,35737,881
31-Dec-2018,29183,2881,,26669,,61312,20082,,43458,7919,2700,10062,35401,914
02-Jan-2019,29164,3124,,26679,,61649,20376,100,41593,8851,2681,10606,35941,1010
03-Jan-2019,29098,3022,,26680,,61569,19793,100,38962,8925,2574,13446,35948,980
04-Jan-2019,29331,2916,,26681,,61702,20595,100,38936,8831,2639,13458,35951,949
07-Jan-2019,29226,3026,,26684,,59900,19762,100,37947,8716,2474,12786,35962,922
08-Jan-2019,29192,2807,,26686,,58697,19660,,35458,8854,2564,13784,35904,979
09-Jan-2019,29293,3001,,26687,,59079,18947,,35866,8774,2594,13862,35898,890
10-Jan-2019,29207,3054,,26688,,58383,18333,,35418,9043,2469,13648,35757,815
11-Jan-2019,29310,2933,,26689,,57872,18728,,35010,9066,2473,13529,35736,816
14-Jan-2019,28805,2818,,26692,,58081,19008,,38304,8610,2314,10901,35661,825
15-Jan-2019,29179,2937,,26693,,57270,18812,,37994,8530,2308,10505,35407,831
16-Jan-2019,29263,3205,,26694,,57396,18691,,37651,8572,2344,10898,35555,845
17-Jan-2019,28991,3369,,26695,,57587,18526,,37626,8908,2230,10895,35567,839
18-Jan-2019,27921,2624,,26696,,57114,18238,,37165,8921,2221,10614,35758,838
21-Jan-2019,23740,3271,,26700,,57392,18291,,37419,8803,2299,10614,35850,833
22-Jan-2019,28679,2901,,26701,,58071,18193,,37818,8804,2350,10956,35845,773
23-Jan-2019,28974,2929,,26702,,58091,18159,,37885,8630,2346,11134,35749,777
24-Jan-2019,28903,2955,,26703,,57520,18522,,37234,8887,2414,10872,35770,789
25-Jan-2019,29193,3035,,26704,,57583,18845,,37255,8831,2388,11178,35767,787
29-Jan-2019,28742,2967,,26709,,57432,18963,,36594,8806,2416,11671,35800,787
30-Jan-2019,29208,3159,,26710,,56801,18502,,36261,8379,2636,11534,35784,785
31-Jan-2019,28357,2557,,26711,,57077,18153,,36264,8526,2614,11704,35763,784
01-Feb-2019,29092,2993,,26742,,57587,18743,,36808,8758,2596,11573,36323,705
04-Feb-2019,30102,3115,,26745,,57550,18505,,36739,8807,2544,11574,36322,702
05-Feb-2019,29449,3133,,26746,,58646,19060,,37528,8850,2565,11785,36324,704
06-Feb-2019,29713,3461,,26747,,58868,19022,200,38243,8775,2621,11423,36327,703
07-Feb-2019,29082,2986,,26748,,58700,19531,200,39095,8770,2727,10255,36322,709
08-Feb-2019,29409,3078,,26749,,58791,20050,200,39184,8865,2774,10179,36327,711
11-Feb-2019,29129,3112,,26753,,58892,20887,,39178,9167,2717,10078,36318,692
12-Feb-2019,29329,3032,,26754,,58458,21068,,40362,8968,2723,8961,35767,692
13-Feb-2019,29156,3043,,26755,,57480,20031,,39417,9376,2564,8613,35705,668
14-Feb-2019,28761,3034,,26756,,58151,19756,,39698,9288,2511,9073,35770,725
15-Feb-2019,29205,3040,,26757,,58370,20606,,39457,9768,2565,9079,35649,726
18-Feb-2019,28621,2984,,26760,,58423,20657,,39750,9187,2588,9299,35764,753
19-Feb-2019,28592,2891,,26761,,57844,20097,,38657,9647,2592,9375,35746,753
20-Feb-2019,27629,2902,,26763,,58106,20017,,39077,9547,2504,9531,35691,751
21-Feb-2019,23521,3201,,26764,,57994,20333,550,38591,9653,2663,9710,35716,757
22-Feb-2019,28918,3432,,26765,,58498,20348,550,38986,9689,2588,9715,35719,751
25-Feb-2019,27751,2913,,26768,,57727,20824,,37856,10117,2669,9600,35699,747
26-Feb-2019,28633,3827,,26769,,59684,21612,,39676,10403,2726,9429,35683,746
27-Feb-2019,27104,3140,,26770,,59021,21210,200,39128,9956,2842,9701,35664,745
28-Feb-2019,23325,2043,,26771,,57673,21561,200,38244,9548,2871,9609,35649,687
01-Mar-2019,28032,2861,,26758,,59071,20691,200,38534,10236,2920,9999,36631,664
04-Mar-2019,29633,2943,,26761,,59208,20564,200,38776,10139,2923,9963,36576,661
05-Mar-2019,29079,3024,,26762,,58596,20354,200,38369,10069,2803,9909,36687,659
06-Mar-2019,29156,3110,,26764,,58403,20530,260,38259,9879,3121,9780,36729,661
07-Mar-2019,28888,2989,,26765,,57201,20098,60,37968,9576,3071,9133,36730,663
08-Mar-2019,29370,3084,,26766,,57555,19638,60,37912,9822,3098,9400,36732,666
11-Mar-2019,29419,3268,,26769,,57171,18992,60,37690,9566,3099,9392,36723,666
12-Mar-2019,29075,2824,,26770,,56955,20006,60,37854,8934,3157,9412,36726,666
13-Mar-2019,29098,2975,,26771,,56605,20392,,37586,9056,3304,9412,36705,669
14-Mar-2019,28629,2847,,26772,,56153,20338,,37569,8822,3205,9238,36705,695
15-Mar-2019,29101,2979,,26773,,55396,19566,,37624,8731,3133,8557,36442,699
18-Mar-2019,28647,3029,,26777,,55742,19979,,37149,8713,3332,9075,36626,752
19-Mar-2019,28765,3010,,26778,,56142,20270,,36655,8951,3323,9911,36693,750
20-Mar-2019,28065,3234,,26779,,56291,20268,,37089,8990,3266,9655,36663,729
21-Mar-2019,24079,3703,,26780,,56103,20103,55,37509,8649,3248,9445,36667,746
22-Mar-2019,29187,3302,,26781,,56711,20763,55,38111,8745,3192,9483,36698,741
25-Mar-2019,29033,3178,,26784,,56898,20975,55,38787,8407,3026,9578,36682,742
26-Mar-2019,29354,3086,,26786,,56347,20704,55,38500,8011,3075,9507,36682,750
27-Mar-2019,29179,3096,,26799,1,55377,20578,,37798,8042,3073,9225,36683,746
28-Mar-2019,28434,2975,,26800,,55318,20027,50,37533,8241,3037,9349,36680,754
29-Mar-2019,28712,2559,,26801,,54778,20127,50,36956,8423,3195,8905,36678,718
01-Apr-2019,28303,2626,,26739,,54198,19928,,36708,8614,3026,9401,33948,589
02-Apr-2019,29930,2646,,26740,,54263,19497,,36978,8598,3082,9381,33682,590
03-Apr-2019,28846,2753,,26741,,53708,18924,,37148,8152,2978,8989,33804,594
04-Apr-2019,28669,2715,,26743,,52884,18673,,35788,8195,3193,8989,33806,738
05-Apr-2019,29191,2903,,26744,,51813,16958,,34980,8065,3074,8809,33806,852
08-Apr-2019,28628,2629,,26747,,51871,16591,,35443,8053,3204,8340,33809,824
09-Apr-2019,29037,2691,,26748,,51427,15627,,35059,7516,3158,8496,34147,855
10-Apr-2019,28917,2722,,26749,,50310,15947,,34237,7229,3166,8536,34141,809
11-Apr-2019,28553,2652,,26750,,49663,15671,,33258,6869,3097,9346,34378,755
12-Apr-2019,28859,2750,,26751,,48593,15922,,31999,6948,3197,9179,34377,834
15-Apr-2019,28282,2448,,26755,,47890,15343,,31360,6819,3241,9220,34348,504
16-Apr-2019,28643,2682,,26756,,47964,15121,,30833,7102,3189,9758,34348,419
17-Apr-2019,28316,2743,,26757,,46545,14720,,29597,6954,3186,9638,34371,421
18-Apr-2019,25958,1743,,26758,,46074,14267,,29606,6839,3209,9323,34392,367
23-Apr-2019,23020,2286,,26763,,46126,14143,,28836,7565,3132,9536,34314,351
24-Apr-2019,27327,2547,,26765,,46804,15223,,29160,7950,3308,9553,34368,331
26-Apr-2019,27347,2881,,26767,,45952,15147,,28709,7860,3279,9328,34367,231
29-Apr-2019,25202,2654,,26770,,46983,15869,,29556,7871,3327,9436,34391,239
30-Apr-2019,27984,2622,,26771,,49797,16489,,30737,9299,3328,9662,34391,292
01-May-2019,28075,2492,,26718,,50020,16357,,30909,9355,3446,9431,33116,382
02-May-2019,29569,2732,,26719,,49725,16476,,30597,9538,3464,9207,33123,382
03-May-2019,28786,2736,,26720,,49947,17416,,30589,9780,3359,9395,33116,293
06-May-2019,28253,2595,,26724,,50038,17703,,30459,9464,3325,10136,33123,284
07-May-2019,28562,2564,,26725,,49971,18522,,30490,9667,3350,9749,33048,283
08-May-2019,28924,3004,,26726,,50104,17681,,31249,9487,3195,9489,33038,283
09-May-2019,28339,2635,,26727,,49585,17719,,30650,9900,3019,9321,33025,284
10-May-2019,28720,2712,,26728,,48866,17520,,30161,9562,3059,9441,33030,202
13-May-2019,27991,2497,,26731,,48931,18167,,29948,9630,3147,9506,33042,255
14-May-2019,27993,2501,,26732,,48836,18317,,29007,9806,3142,10186,33059,254
15-May-2019,27894,2652,,26733,,49014,18416,,28815,10123,3162,10284,32982,255
16-May-2019,28029,2515,,26734,,48575,18826,,29332,9807,3181,9581,33016,278
17-May-2019,28196,2491,,26735,,49352,19082,,28382,11089,3200,10073,32997,279
20-May-2019,26910,2548,,26739,,49725,18123,,28677,11279,2969,10175,33012,264
21-May-2019,23868,3001,,26740,,49699,17441,400,28835,11236,2955,10082,33038,280
22-May-2019,28023,2613,,26741,,51296,18097,400,29288,12167,3026,10272,33038,278
23-May-2019,27689,2583,,26742,,51296,18306,400,29266,12181,3056,10433,32929,273
24-May-2019,28379,2942,,26743,,51449,18192,,29359,12238,3092,10504,32930,267
27-May-2019,27101,2603,,26746,,51868,18939,,29897,12311,3145,10206,32930,243
28-May-2019,28090,2584,,26747,,53251,19490,,31161,12307,3157,10286,32967,290
29-May-2019,28045,2380,,26749,,53829,20235,,32007,11943,3293,10321,32965,291
30-May-2019,27822,2367,,26750,,53375,20100,,31696,11983,3267,10064,32960,297
31-May-2019,27459,1793,,26733,,56249,20801,,33805,12671,3257,10312,32964,298
03-Jun-2019,27406,2446,,27295,,58191,22253,,35119,13173,3384,10182,32970,299
04-Jun-2019,29345,2488,,27296,,58957,21207,,35074,13095,3370,11191,32967,293
05-Jun-2019,28945,2636,,27297,1,58457,20978,,34451,13208,3396,11186,32968,290
06-Jun-2019,28788,2615,,27298,,57743,20457,,33582,13369,3291,11317,32955,298
07-Jun-2019,29417,2792,,27298,,60132,20366,350,34021,15017,3498,11328,33059,319
11-Jun-2019,28663,2555,,27302,,59693,20358,350,33964,14730,3454,11283,33049,318
12-Jun-2019,28922,2551,,27303,,60100,20047,,34283,14732,3479,11413,33048,306
13-Jun-2019,28793,2544,,27304,,59774,20692,,34204,14709,3404,11228,33123,320
14-Jun-2019,29189,2673,,27305,,60236,20007,,35073,14565,3199,11260,33097,290
17-Jun-2019,28599,2460,,27308,,59810,19894,,35473,14519,2888,10505,33082,424
18-Jun-2019,28842,2253,,27309,,59802,20040,,35124,14488,3012,10839,33348,404
19-Jun-2019,28843,2752,,27310,,59806,20009,,34289,14609,3085,11635,33339,404
20-Jun-2019,27167,2305,,27311,,59512,20678,,34108,14493,3264,11499,33335,421
21-Jun-2019,25026,3146,,27312,,61140,21597,,35446,14724,2961,12038,33317,377
24-Jun-2019,29510,3273,,27315,,61837,21719,,37342,12500,2841,13212,33360,401
25-Jun-2019,29482,2824,,27315,,61184,21768,,36662,12569,3019,12943,33350,433
26-Jun-2019,29244,2834,,27316,,60529,21384,,36308,12393,2917,12866,33347,434
27-Jun-2019,29150,2860,,27317,,59899,21363,,35642,12768,2803,12457,33348,438
28-Jun-2019,29489,2874,,27318,,61111,21626,,36519,12718,2837,12787,33475,436
01-Jul-2019,28913,2331,,27262,,62603,21866,,37599,13316,2823,12837,33176,439
02-Jul-2019,31055,3072,,27263,,63494,23267,,37869,13647,2860,13279,33177,336
03-Jul-2019,29592,2804,,27265,,62279,22582,570,37530,13189,2740,13026,33178,329
04-Jul-2019,27792,1299,,27266,,61757,22866,570,36855,13636,2753,12595,33179,325
05-Jul-2019,28821,2003,,27267,1,62804,22666,570,36758,14491,2941,12757,33175,324
08-Jul-2019,29184,2644,,27268,,63320,23046,570,37418,14809,2866,12263,33168,319
09-Jul-2019,29374,2525,,27269,,63499,22671,570,37388,14382,2820,12866,33326,316
10-Jul-2019,29474,2674,,27270,,62256,23007,,36062,14437,2820,12775,33326,315
11-Jul-2019,29152,2700,,27270,,61590,22752,,34781,15047,2881,12693,33436,314
12-Jul-2019,29533,2788,,27271,,61311,22591,,34518,14964,2809,12642,33436,313
15-Jul-2019,29304,2861,,27273,,61320,22260,,34227,15441,2835,12411,33419,302
